Scheme Name;Net Asset Value
LIC MF Children's Gift Fund-Direct Plan-Growth;27.4956
LIC MF Children's Gift Fund-Regular Plan-Growth;25.0801
SBI Magnum Children's Benefit Fund - Investment Plan - Direct Plan - Growth;27.5481
SBI Magnum Children's Benefit Fund - Investment Plan - Regular Plan - Growth;26.5042
SBI Magnum Children's Benefit Fund - Savings Plan - DIRECT PLAN - GROWTH;90.0002
SBI Magnum Children's Benefit Fund - Savings Plan - REGULAR PLAN - GROWTH;83.1694
Tata Young Citizens' Fund -Regular Plan-Growth Option;45.4918
Tata Young Citizens' Fund-Direct Plan-Growth Option;50.0816
UTI CCF Saving Plan - Direct Plan;33.039
UTI CCF Saving Plan - Regular Plan;32.4509
UTI CCF Investment Plan - Direct Plan - Growth Option;67.402
UTI CCF Investment Plan - Direct Plan - IDCW;67.5184
UTI CCF Investment Plan - Regular Plan - Growth Option;62.072
UTI CCF Investment Plan - Regular Plan - IDCW;62.0758
Aditya Birla Sun Life Retirement Fund-The 30s Plan-Direct - Payout of IDCW;14.791
Aditya Birla Sun Life Retirement Fund-The 30s Plan-Direct Growth;14.802
Aditya Birla Sun Life Retirement Fund-The 30s Plan-Regular - Payout of IDCW;13.787
Aditya Birla Sun Life Retirement Fund-The 30s Plan-Regular Growth;13.794
Aditya Birla Sun Life Retirement Fund-The 40s Plan- Direct - Payout of IDCW;14.44
Aditya Birla Sun Life Retirement Fund-The 40s Plan-Direct Plan-Growth;14.442
Aditya Birla Sun Life Retirement Fund-The 40s Plan-Regular - Payout of IDCW;13.519
Aditya Birla Sun Life Retirement Fund-The 40s Plan-Regular Plan-Growth;13.52
Aditya Birla Sun Life Retirement Fund-The 50s Plan- Direct - Payout of IDCW;12.7777
Aditya Birla Sun Life Retirement Fund-The 50s Plan- Regular - Payout of IDCW;12.0343
Aditya Birla Sun Life Retirement Fund-The 50s Plan-Direct Plan-Growth;12.778
Aditya Birla Sun Life Retirement Fund-The 50s Plan-Regular Plan-Growth;12.0353
Aditya Birla Sun Life Retirement Fund-The 50s Plus-Debt Plan - Direct - Payout of IDCW;12.4438
Aditya Birla Sun Life Retirement Fund-The 50s Plus-Debt Plan - Regular - Payout of IDCW;11.7447
Aditya Birla Sun Life Retirement Fund-The 50s Plus-Debt Plan-Direct Plan-Growth;12.4439
Aditya Birla Sun Life Retirement Fund-The 50s Plus-Debt Plan-Regular Plan-Growth;11.7439
Axis Retirement Savings Fund - Aggressive Plan - Direct Growth;14.25
Axis Retirement Savings Fund - Aggressive Plan - Direct Plan - IDCW;14.22
Axis Retirement Savings Fund - Aggressive Plan - Regular Growth;13.44
Axis Retirement Savings Fund - Aggressive Plan - Regular Plan - IDCW;13.44
Axis Retirement Savings Fund - Conservative Plan - Direct Growth;13.5720
Axis Retirement Savings Fund - Conservative Plan - Direct Plan - IDCW;13.4515
Axis Retirement Savings Fund - Conservative Plan - Regular Growth;12.7798
Axis Retirement Savings Fund - Conservative Plan - Regular Plan - IDCW;12.7790
Axis Retirement Savings Fund - Dynamic Plan - Direct Growth;15.03
Axis Retirement Savings Fund - Dynamic Plan - Direct Plan - IDCW;14.87
Axis Retirement Savings Fund - Dynamic Plan - Regular Growth;14.11
Axis Retirement Savings Fund - Dynamic Plan - Regular Plan - IDCW;14.11
Franklin India  PENSION PLAN - Direct - Growth;184.5742
Franklin India Pension Plan - Direct - IDCW ;18.1990
Franklin India Pension Plan - IDCW ;16.4685
Franklin India Pension Plan-Growth;171.1464
HDFC Retirement Savings Fund - Equity Plan - Growth Option;35.019
HDFC Retirement Savings Fund - Equity Plan - Growth Option - Direct Plan;38.769
HDFC Retirement Savings Fund - Hybrid-Debt Plan - Growth Option;17.9502
HDFC Retirement Savings Fund - Hybrid-Debt Plan - Growth Option - Direct Plan;19.7792
HDFC Retirement Savings Fund - Hybrid-Equity Plan - Growth Option;28.695
HDFC Retirement Savings Fund - Hybrid-Equity Plan - Growth Option - Direct Plan;31.79
ICICI Prudential Retirement Fund - Hybrid Aggressive - Direct Plan - Growth Option;17.53
ICICI Prudential Retirement Fund - Hybrid Aggressive - Direct Plan - IDCW Option;17.53
ICICI Prudential Retirement Fund - Hybrid Aggressive - Growth Option;16.35
ICICI Prudential Retirement Fund - Hybrid Aggressive - IDCW Option;16.35
ICICI Prudential Retirement Fund - Hybrid Conservative - Direct Plan - Growth Option;14.4967
ICICI Prudential Retirement Fund - Hybrid Conservative - Direct Plan - IDCW Option;14.4964
ICICI Prudential Retirement Fund - Hybrid Conservative - Growth Option;13.6216
ICICI Prudential Retirement Fund - Hybrid Conservative - IDCW Option;13.6215
ICICI Prudential Retirement Fund - Pure Debt - Direct Plan - Growth Option;13.9371
ICICI Prudential Retirement Fund - Pure Debt - Direct Plan - IDCW Option;13.9370
ICICI Prudential Retirement Fund - Pure Debt - Growth Option;13.1009
ICICI Prudential Retirement Fund - Pure Debt - IDCW Option;13.1011
ICICI Prudential Retirement Fund - Pure Equity - Direct Plan - Growth Option;20.46
ICICI Prudential Retirement Fund - Pure Equity - Direct Plan - IDCW Option;20.46
ICICI Prudential Retirement Fund - Pure Equity - Growth Option;19.11
ICICI Prudential Retirement Fund - Pure Equity - IDCW Option;19.11
NIPPON INDIA RETIREMENT FUND - INCOME GENERATION SCHEME - Direct Plan - IDCW Option;18.7644
NIPPON INDIA RETIREMENT FUND - INCOME GENERATION SCHEME - IDCW Option;16.8522
Nippon India Retirement Fund- Income Generation Scheme- Direct Plan- Growth Plan - Growth Option;18.7644
Nippon India Retirement Fund- Income Generation Scheme- Direct Plan-Growth Plan- Bonus Option;18.7644
Nippon India Retirement Fund- Income Generation Scheme- Growth Plan- Bonus Option;16.8499
Nippon India Retirement Fund- Income Generation Scheme-Growth Plan - Growth Option;16.8499
NIPPON INDIA RETIREMENT FUND - WEALTH CREATION SCHEME - Direct Plan - IDCW Option;18.6789
NIPPON INDIA RETIREMENT FUND - WEALTH CREATION SCHEME - IDCW Option;16.7299
Nippon India Retirement Fund- Wealth Creation Scheme- Direct Plan- Growth Plan - Growth Option;21.4141
Nippon India Retirement Fund- Wealth Creation Scheme- Direct Plan-Growth Plan- Bonus Option;21.4141
Nippon India Retirement Fund- Wealth Creation Scheme- Growth Plan - Growth Option;19.3942
Nippon India Retirement Fund- Wealth Creation Scheme- Growth Plan- Bonus Option;19.3942
SBI Retirement Benefit Fund - Aggressive Hybrid Plan - Direct Plan - Growth;14.8560
SBI Retirement Benefit Fund - Aggressive Hybrid Plan - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW);14.8578
SBI Retirement Benefit Fund - Aggressive Hybrid Plan - Regular Plan - Growth;14.4161
SBI Retirement Benefit Fund - Aggressive Hybrid Plan - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW);14.4161
SBI Retirement Benefit Fund - Aggressive Plan - Direct Plan - Growth;15.6744
SBI Retirement Benefit Fund - Aggressive Plan - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW);15.6658
SBI Retirement Benefit Fund - Aggressive Plan - Regular Plan - Growth;15.1573
SBI Retirement Benefit Fund - Aggressive Plan - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW);15.1579
SBI Retirement Benefit Fund - Conservative Hybrid Plan - Direct Plan - Growth;12.8681
SBI Retirement Benefit Fund - Conservative Hybrid Plan - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW);12.8667
SBI Retirement Benefit Fund - Conservative Hybrid Plan - Regular Plan - Growth;12.6558
SBI Retirement Benefit Fund - Conservative Hybrid Plan - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW);12.6576
SBI Retirement Benefit Fund - Conservative Plan - Direct Plan - Growth;12.0853
SBI Retirement Benefit Fund - Conservative Plan - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW);12.0835
SBI Retirement Benefit Fund - Conservative Plan - Regular Plan - Growth;11.9361
SBI Retirement Benefit Fund - Conservative Plan - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW);11.9360
Tata Retirement Savings Fund- Conservative Plan-Direct Plan-Growth Option;29.9237
Tata Retirement Savings Fund- Conservative Plan-Regular Plan-Growth Option;26.1923
Tata Retirement Savings Fund- Moderate Plan -Direct Plan-Growth Option;53.3702
Tata Retirement Savings Fund- Moderate Plan-Regular Plan-Growth Option;46.1512
Tata Retirement Savings Fund - Progressive Plan -Regular Plan-Growth Option;45.4334
Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option;53.5126
Union Retirement Fund - Direct Plan - Growth Option;10.88
Union Retirement Fund - Direct Plan - IDCW Option;10.88
Union Retirement Fund - Regular Plan - Growth Option;10.74
Union Retirement Fund - Regular Plan - IDCW Option;10.74
UTI - Retirement Benefit Pension Fund - Regular Plan;37.9507
UTI - Retirement Benefit Pension Fund- Direct;40.4107
IIFL CAPITAL ENHANCER FUND SERIES 1-DIRECT PLAN-DIVIDEND PAYOUT;9.9235
IIFL CAPITAL ENHANCER FUND SERIES 1-DIRECT PLAN-GROWTH;10.4201
IIFL CAPITAL ENHANCER FUND SERIES 1-REGULAR PLAN-DIVIDEND PAYOUT;9.9048
IIFL CAPITAL ENHANCER FUND SERIES 1-REGULAR PLAN-GROWTH;10.2799
Kotak Monthly Interval Plan Series 4-Direct Plan- Dividend Reinvestment;10.0087785
Kotak Monthly Interval Plan Series 4-Direct Plan- Growth;0.0001
Kotak Monthly Interval Plan Series 4-Regular Plan- Dividend Reinvestment;10.00871954
Kotak Monthly Interval Plan Series 4-Regular Plan- Growth;10.07183073
Kotak Quarterly Interval Plan Series 12-Direct Plan-Growth;10.40029408
Kotak Quarterly Interval Plan Series 12-Regular Plan-Dividend Payout;10.018167
Kotak Quarterly Interval Plan Series 12-Regular Plan-Growth;10.39494886
Kotak Quarterly Interval Plan Series13- Direct Plan- Dividend Payout;10.0036
Kotak Quarterly Interval Plan Series13- Direct Plan- Growth;10.1855
Kotak Quarterly Interval Plan Series13- Regular Plan- Dividend Payout;10.0029
Kotak Quarterly Interval Plan Series13- Regular Plan- Growth;10.1862
Nippon India Annual Interval Fund - Series I - Direct Plan Growth Plan - Growth;23.6281
NIPPON INDIA ANNUAL INTERVAL FUND - SERIES I - IDCW Option;10.9862
NIPPON INDIA ANNUAL INTERVAL FUND - SERIES I - RETAIL Plan - IDCW Option;10.9720
Nippon India Interval Fund Annual Interval Fund Series-I- Growth Option;23.3962
Nippon India Interval Fund Annual Interval Fund Series-I-Retail Plan Growth Option;31.5097
Nippon India Interval Fund V - Series 2 - Direct Plan - Dividend Payout Option;10.0000
Nippon India Interval Fund V - Series 2 - Direct Plan - Growth Option;10.8556
Nippon India Interval Fund V - Series 2 - Dividend Payout Option;10.0001
Nippon India Interval Fund V - Series 2 - Growth Option;10.8332
Nippon India Interval Fund V- Series 1- Direct Plan- Dividend Option;10.0000
Nippon India Interval Fund V- Series 1- Direct Plan-Growth Option;10.8758
Nippon India Interval Fund V- Series 1- Dividend Option;10.0000
Nippon India Interval Fund V- Series 1- Growth Option;10.8539
Nippon India Interval Fund-Monthly Interval Fund-Series-I- Growth Option;29.6481
Nippon India Interval Fund-Monthly Interval Fund-Series-I-Institutional Plan-Dividend Option;10.0033
NIPPON INDIA MONTHLY INTERVAL FUND - SERIES I - Direct Plan - IDCW Option;10.0002
Nippon India Monthly Interval Fund - Series I - Direct Plan Growth Plan - Growth;29.9820
NIPPON INDIA MONTHLY INTERVAL FUND - SERIES I - IDCW Option;10.0033
Nippon India Interval Fund-Monthly Interval Fund-Series-II -Growth Option;29.4340
Nippon India Interval Fund-Monthly Interval Fund-Series-II-Institutional Plan-Dividend Option;10.0291
NIPPON INDIA MONTHLY INTERVAL FUND - SERIES II - Direct Plan - IDCW Option;10.0314
Nippon India Monthly Interval Fund - Series II - Direct Plan Growth Plan - Growth;29.9310
NIPPON INDIA MONTHLY INTERVAL FUND - SERIES II - IDCW Option;10.0312
Nippon India Interval Fund-Quarterly Interval Fund Serie-II-Institutional Plan -Dividend Option;10.0304
Nippon India Interval Fund-Quarterly Interval Fund Series-II-Growth Option;31.3595
NIPPON INDIA QUARTERLY INTERVAL FUND - SERIES II - Direct Plan - IDCW Option;11.0215
Nippon India Quarterly Interval Fund - Series II - Direct Plan Growth Plan - Growth;31.8057
NIPPON INDIA QUARTERLY INTERVAL FUND - SERIES II - IDCW Option;10.9960
NIPPON INDIA INTERVAL FUND - QUARTERLY PLAN - SERIES I - Direct Plan - IDCW Option;10.0212
Nippon India Interval Fund - Quarterly Plan - Series I - Direct Plan Growth Plan - Growth;30.4670
NIPPON INDIA INTERVAL FUND - QUARTERLY PLAN - SERIES I - IDCW Option;10.9466
NIPPON INDIA INTERVAL FUND - QUARTERLY PLAN - SERIES I - INSTITUTIONAL IDCW Option;10.9347
Nippon India Interval Fund-Quarterly Interval Fund-Series-I - Growth Option;29.9504
Nippon India Interval Fund-Quarterly Interval Fund-Series-III- Growth Option;30.2910
Nippon India Interval Fund-Quarterly Interval Fund-Series-III-Institutional Plan-Growth Option;17.9330
NIPPON INDIA QUARTERLY INTERVAL FUND - SERIES III - Direct Plan - IDCW Option;11.0543
Nippon India Quarterly Interval Fund - Series III - Direct Plan Growth Plan - Growth;18.6518
NIPPON INDIA QUARTERLY INTERVAL FUND - SERIES III - IDCW Option;10.9955
NIPPON INDIA QUARTERLY INTERVAL FUND - SERIES III - INSTITUTIONAL IDCW Option;10.9903
Nippon India Yearly Interval Fund - Series 1 - Direct Plan - Dividend Plan - Dividend Option;10.0000
Nippon India Yearly Interval Fund - Series 1 - Direct Plan - Growth Plan - Growth Option;18.4492
Nippon India Yearly Interval Fund - Series 1 - Dividend Plan - Dividend Option;10.0000
Nippon India Yearly Interval Fund - Series 1 - Growth Plan - Growth Option;18.3223
Reliance Interval Fund -IV -Series 2 - Direct Plan - Dividend Payout Option;12.9909
Reliance Interval Fund -IV -Series 2 - Direct Plan - Growth Option;12.9909
Reliance Interval Fund -IV -Series 2 - Dividend Payout Option;12.721
Reliance Interval Fund -IV -Series 2 - Growth Option;12.721
Reliance Interval Fund IV- Series 3- Direct Plan-Dividend Payout Option;12.6668
Reliance Interval Fund IV- Series 3- Direct Plan-Growth option;12.6668
Reliance Interval Fund IV- Series 3- Dividend Payout Option;12.4325
Reliance Interval Fund IV- Series 3- Growth option;12.4325
BANK OF INDIA Mid Cap Tax Fund Series 1 Direct Plan Growth;19.14
BANK OF INDIA Mid Cap Tax Fund Series 1 Direct Plan IDCW;19.14
BANK OF INDIA Mid Cap Tax Fund Series 1 Regular Plan Growth;18.45
BANK OF INDIA Mid Cap Tax Fund Series 1 Regular Plan IDCW;18.45
BANK OF INDIA Midcap Tax Fund Series 2 Direct Plan Growth;22.76
BANK OF INDIA Midcap Tax Fund Series 2 Direct Plan IDCW;22.76
BANK OF INDIA Midcap Tax Fund Series 2 Regular Plan Growth;21.81
BANK OF INDIA Midcap Tax Fund Series 2 Regular Plan IDCW;21.82
ICICI Prudential Long Term Wealth Enhancement Fund - Cumulative Option;18.76
ICICI Prudential Long Term Wealth Enhancement Fund - Direct Plan Cumulative Option;19.42
ICICI Prudential Long Term Wealth Enhancement Fund - Direct Plan IDCW Option;19.42
ICICI Prudential Long Term Wealth Enhancement Fund - IDCW Option;18.76
ICICI Prudential R.I.G.H.T. Fund Dividend;22.73
ICICI Prudential R.I.G.H.T. Fund Growth;39.09
Reliance Equity Linked Saving Fund - Series I - Dividend Plan;32.0820
Reliance Equity Linked Saving Fund - Series I - Growth Plan;32.0820
SBI LONG TERM ADVANTAGE FUND - SERIES I - DIRECT PLAN - GROWTH;29.5901
SBI Long Term Advantage Fund - Series I - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW);24.9404
SBI LONG TERM ADVANTAGE FUND - SERIES I - REGULAR PLAN - GROWTH;28.6674
SBI Long Term Advantage Fund - Series I - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW);24.1382
SBI LONG TERM ADVANTAGE FUND - SERIES II - DIRECT PLAN - GROWTH;30.8828
SBI Long Term Advantage Fund - Series II - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW);26.1353
SBI LONG TERM ADVANTAGE FUND - SERIES II - REGULAR PLAN - GROWTH;29.9298
SBI Long Term Advantage Fund - Series II - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW);25.3096
SBI Long Term Advantage Fund - Series III - Direct Plan - Growth;31.2828
SBI Long Term Advantage Fund - Series III - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW);26.3646
SBI Long Term Advantage Fund - Series III - Regular Plan - Growth;29.5813
SBI Long Term Advantage Fund - Series III - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW);25.0483
SBI Long Term Advantage Fund - Series IV - Direct Plan - Growth;35.5729
SBI Long Term Advantage Fund - Series IV - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW);30.1845
SBI Long Term Advantage Fund - Series IV - Regular Plan - Growth;34.2004
SBI Long Term Advantage Fund - Series IV - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW);28.9745
SBI Long Term Advantage Fund - Series V - Direct Plan - Growth;18.3547
SBI Long Term Advantage Fund - Series V - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW);18.3553
SBI Long Term Advantage Fund - Series V - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW);17.7889
SBI Long Term Advantage Fund Series V - Regular Plan - Growth;17.7968
SBI Long Term Advantage Fund - Series VI - Direct Plan - Growth;20.9198
SBI Long Term Advantage Fund - Series VI - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW);20.9020
SBI Long Term Advantage Fund - Series VI - Regular Plan - Growth;20.2902
SBI Long Term Advantage Fund - Series VI - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW);20.2945
SBI TAX ADVANTAGE FUND - SERIES II - GROWTH;79.8534
SBI Tax Advantage Fund-Series- II - Income Distribution cum Capital Withdrawal Option (IDCW);58.7332
SBI Tax Advantage Fund - Series III - Direct Plan - Growth Option;69.2530
SBI Tax Advantage Fund - Series III - Regular Plan - Growth;66.7091
SBI Tax Advantage Fund-Series- III - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW);55.1539
SBI Tax Advantage Fund-Series- III - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW);53.0804
Sundaram Long Term Micro Cap Tax Advantage Fund Series III Direct Plan - Growth;23.5271
Sundaram Long Term Micro Cap Tax Advantage Fund Series III Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW);21.6701
Sundaram Long Term Micro Cap Tax Advantage Fund Series III Regular Plan - Growth;22.9341
Sundaram Long Term Micro Cap Tax Advantage Fund Series III Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW);21.1042
Sundaram Long Term Micro Cap Tax Advantage Fund Series IV Direct Plan - Growth;20.2593
Sundaram Long Term Micro Cap Tax Advantage Fund Series IV Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW);20.2593
Sundaram Long Term Micro Cap Tax Advantage Fund Series IV Regular Plan - Growth;19.8601
Sundaram Long Term Micro Cap Tax Advantage Fund Series IV Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW);19.8598
Sundaram Long Term Micro Cap Tax Advantage Fund Series VI Direct Plan - Growth;19.0497
Sundaram Long Term Micro Cap Tax Advantage Fund Series VI Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW);19.0497
Sundaram Long Term Micro Cap Tax Advantage Fund Series VI Regular Plan - Growth;18.2655
Sundaram Long Term Micro Cap Tax Advantage Fund Series VI Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW);18.2654
Sundaram Long Term Micro Cap Tax Advantage Fund Series V Direct Plan - Growth;19.5043
Sundaram Long Term Micro Cap Tax Advantage Fund Series V Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW);19.5043
Sundaram Long Term Micro Cap Tax Advantage Fund Series V Regular Plan - Growth;19.0518
Sundaram Long Term Micro Cap Tax Advantage Fund Series V Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW);19.0518
Sundaram Long Term Tax Advantage Fund Series I Direct Plan - Growth;24.7352
Sundaram Long Term Tax Advantage Fund Series I Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW);20.6054
Sundaram Long Term Tax Advantage Fund Series I Regular Plan - Growth;24.1754
Sundaram Long Term Tax Advantage Fund Series I Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW);20.0703
Sundaram Long Term Tax Advantage Fund Series III Direct Plan - Growth;19.9820
Sundaram Long Term Tax Advantage Fund Series III Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW);19.9819
Sundaram Long Term Tax Advantage Fund Series III Regular Plan - Growth;19.4510
Sundaram Long Term Tax Advantage Fund Series III Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW);19.4511
Sundaram Long Term Tax Advantage Fund Series IV Direct Plan - Growth;22.8832
Sundaram Long Term Tax Advantage Fund Series IV Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW);22.0973
Sundaram Long Term Tax Advantage Fund Series IV Regular Plan - Growth;22.5387
Sundaram Long Term Tax Advantage Fund Series IV Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW);21.7567
Sundaram Long Term Tax Advantage Fund Series II Direct Plan - Growth;26.8644
Sundaram Long Term Tax Advantage Fund Series II Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW);21.7665
